"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11376  :  โรงพยาบาลท่าแซะ","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"11377  :  โรงพยาบาลปะทิว","5","35","0","1","0","2","0","2","0","2","0","1","1","3","0","0","0","1","0","1","1","0","0","5","0","0","0","0","0","3","0","0","0","1","4","1","0","1","0","2","0","6","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","2","0","0","0","2","0","1"
"11378  :  โรงพยาบาลมาบอำมฤต","112","21","3","0","4","0","3","2","6","1","3","1","1","0","3","1","3","1","5","0","5","0","3","2","5","0","2","0","8","2","1","2","7","0","2","1","0","0","5","1","3","2","2","1","1","1","2","0","7","0","1","1","5","0","6","1","3","1","4","1","6","2","6","0"
"11379  :  โรงพยาบาลหลังสวน","45","325","3","6","2","0","1","11","1","6","2","12","0","13","0","4","1","4","0","11","0","14","6","11","0","9","1","4","0","8","0","9","2","11","1","8","3","6","2","10","1","12","0","11","0","7","1","17","2","11","2","17","1","21","4","12","5","24","1","18","3","19","1","5"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","2","7","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"11381  :  โรงพยาบาลละแม","4","86","0","4","1","0","0","0","0","0","0","0","0","0","0","3","1","1","0","4","0","1","0","3","0","0","0","0","0","2","0","0","0","14","0","0","0","2","0","0","0","3","0","9","1","11","0","6","0","6","1","7","0","2","0","4","0","1","0","5","0","10","0","1"
"11382  :  โรงพยาบาลพะโต๊ะ","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11383  :  โรงพยาบาลสวี","11","517","0","6","1","12","0","13","0","4","0","20","2","2","2","28","0","16","0","18","0","16","0","13","0","14","0","15","0","16","2","17","0","35","0","22","1","25","0","24","0","18","0","10","0","12","1","23","0","23","2","17","0","25","0","10","0","24","0","24","0","12","0","8"
"11385  :  โรงพยาบาลทุ่งตะโก","34","15","0","0","0","0","0","0","2","0","1","1","0","1","0","0","4","0","0","0","0","2","1","0","2","0","0","4","1","0","1","1","0","0","0","1","7","0","4","0","2","1","2","0","2","0","2","0","0","0","0","2","1","1","2","0","1","0","0","0","1","1","0","0"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","52","1","0","0","0","0","4","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","5","0","1","0","1","0","5","0","4","0","2","0","8","0","5","0","1","0","6","0","8","0","1","0","2","0","3","0","1","0","2","0","0","0","0","0","0","0"
"10682  :  โรงพยาบาลหาดใหญ่","255","1,163","5","22","3","31","14","32","6","28","9","38","10","36","20","37","16","41","10","40","10","51","6","23","5","28","8","27","3","61","1","43","9","76","5","33","8","40","4","45","11","42","1","71","17","32","7","45","7","40","15","45","11","45","15","27","10","57","8","42","6","56","0","32"
"10745  :  โรงพยาบาลสงขลา","24","711","0","22","1","26","1","43","1","26","1","17","1","29","0","27","0","15","1","15","1","21","1","22","0","27","2","10","1","29","0","19","2","26","4","34","1","17","0","25","2","24","0","34","0","14","1","24","0","16","0","24","1","23","1","25","0","27","0","23","0","22","1","7"
"11386  :  โรงพยาบาลสทิงพระ","82","91","0","5","1","1","1","4","2","3","2","3","0","3","0","4","8","2","0","3","2","2","2","10","0","1","2","0","3","6","12","8","1","9","4","5","2","5","1","2","4","3","3","3","5","2","5","7","5","1","6","5","1","2","0","2","5","2","4","5","2","5","0","0"
"11387  :  โรงพยาบาลจะนะ","160","353","2","10","6","10","6","6","3","7","3","8","4","9","3","14","10","13","9","16","5","5","7","12","4","10","9","10","9","17","4","17","5","8","8","21","4","8","1","9","10","14","6","26","3","13","13","17","2","5","2","7","3","9","6","12","3","13","5","14","5","8","0","6"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","20","12","0","1","0","0","0","2","0","1","1","0","0","0","1","1","1","0","0","1","2","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","2","0","2","1","0","0","1","1","0","1","1","0","1","0","2","0","0","0","0","0","1","1","3","0","0","2","0","0"
"11390  :  โรงพยาบาลเทพา","7","392","0","7","0","19","0","4","0","5","0","7","1","12","0","8","0","10","2","12","0","20","0","14","0","15","1","19","0","15","0","16","0","9","0","10","0","17","0","10","0","23","1","18","1","11","0","12","0","18","0","12","0","14","0","12","0","17","1","19","0","13","0","9"
"11391  :  โรงพยาบาลสะบ้าย้อย","16","733","0","9","1","19","1","16","0","17","0","22","0","47","0","22","1","20","0","29","0","39","0","20","1","20","2","32","0","32","0","15","0","25","0","33","0","31","0","41","0","45","1","18","0","38","0","31","0","30","0","42","4","29","0","54","0","20","0","27","0","50","5","42"
"11392  :  โรงพยาบาลระโนด","8","71","1","1","0","1","1","2","0","2","0","1","1","3","1","0","2","1","0","2","0","1","0","1","0","2","0","2","0","0","0","1","0","2","0","0","0","3","0","3","1","6","0","3","0","2","0","4","1","5","0","7","0","0","0","8","1","6","0","3","0","1","0","0"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11394  :  โรงพยาบาลรัตภูมิ","1,292","159","53","7","21","3","29","2","32","5","38","2","39","3","37","3","32","2","45","5","53","3","36","3","47","6","39","5","28","5","46","1","88","3","53","3","82","8","110","11","73","2","62","5","71","9","70","5","76","5","100","7","95","6","93","7","42","8","45","13","51","17","36","3"
"11395  :  โรงพยาบาลสะเดา","57","626","1","15","1","14","7","21","1","9","1","15","3","16","3","25","0","13","1","31","2","21","2","28","3","20","0","21","2","29","0","27","1","32","0","27","1","27","2","17","4","27","6","30","0","26","2","23","2","21","4","16","4","28","0","41","5","37","0","20","0","38","0","21"
"11396  :  โรงพยาบาลนาหม่อม","9","959","0","39","0","46","0","34","0","38","0","36","0","39","1","36","0","37","3","47","0","48","0","38","3","57","0","25","0","56","0","61","0","48","0","45","0","51","0","37","0","33","0","49","2","46","2","42","1","34","0","42","3","46","0","59","0","56","0","59","0","56","0","42"
"11397  :  โรงพยาบาลควนเนียง","63","6","1","0","2","0","3","1","2","0","1","0","1","1","0","0","2","1","2","0","5","1","1","0","3","0","6","0","5","0","4","1","3","0","1","0","0","0","2","0","0","0","1","1","2","0","6","0","2","0","1","0","1","1","8","0","2","0","3","1","2","1","2","0"
"11398  :  โรงพยาบาลปาดังเบซาร์","64","105","2","0","0","1","0","0","0","0","1","1","0","2","16","6","3","3","6","3","6","1","2","1","0","3","2","7","1","3","13","4","0","3","1","7","1","1","1","3","2","2","2","2","0","1","1","9","1","1","0","11","1","6","0","10","0","14","1","4","1","3","0","2"
"11399  :  โรงพยาบาลบางกล่ำ","72","167","3","3","6","2","1","6","4","2","4","7","4","4","5","6","3","3","3","4","0","5","1","6","5","4","0","9","3","10","2","4","0","7","1","5","2","7","0","3","2","11","0","0","9","2","4","4","3","10","2","5","1","12","2","7","3","3","3","3","0","15","0","3"
"11400  :  โรงพยาบาลสิงหนคร","563","4","1","0","22","0","1","0","2","0","0","0","2","0","4","0","16","0","40","0","15","0","7","0","4","1","2","0","52","0","84","0","30","0","20","0","12","0","1","1","0","1","48","0","21","0","43","0","25","1","27","0","2","0","6","0","43","0","13","0","21","0","0","0"
"11401  :  โรงพยาบาลคลองหอยโข่ง","136","3","3","0","0","0","1","0","0","0","0","0","0","0","15","1","10","0","6","0","14","0","10","0","0","0","0","0","9","0","0","0","2","0","0","0","4","0","6","0","9","0","0","0","1","0","12","0","1","0","5","0","5","1","6","1","4","0","5","0","1","0","10","0"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","559","6","38","0","19","0","30","0","68","0","22","0","23","0","45","1","34","0","23","1","17","0","12","2","17","2","20","0","45","0","37","0","19","0","16","0","63","1","31","0","65","0","46","1","42","1","25","1","15","0","26","0","12","0","6","0","5","0","12","0","19","0","1","0"
"10746  :  โรงพยาบาลสตูล","13","797","0","23","2","38","0","56","0","21","0","30","0","32","0","36","0","39","2","22","0","21","0","34","0","43","2","29","3","19","1","38","0","17","2","43","1","25","0","24","1","36","0","20","0","25","0","37","0","22","0","24","0","11","0","30","0","20","0","45","0","35","0","16"
"11402  :  โรงพยาบาลควนโดน","5","128","0","6","1","10","0","10","1","0","0","4","0","0","2","7","0","3","1","2","0","0","0","1","0","0","0","0","0","5","0","4","0","3","0","3","0","5","0","0","0","3","0","15","0","9","0","0","0","2","0","19","0","10","0","6","0","9","0","2","0","1","0","12"
"11403  :  โรงพยาบาลควนกาหลง","0","86","0","1","0","6","0","4","0","2","0","2","0","11","0","1","0","0","0","9","0","0","0","2","0","0","0","4","0","8","0","3","0","0","0","2","0","1","0","6","0","2","0","5","0","2","0","0","0","1","0","1","0","1","0","10","0","0","0","0","0","1","0","1"
"11404  :  โรงพยาบาลท่าแพ","142","0","0","0","1","0","0","0","1","0","0","0","3","0","2","0","1","0","3","0","0","0","1","0","1","0","7","0","4","0","24","0","19","0","4","0","4","0","4","0","0","0","1","0","0","0","1","0","4","0","4","0","0","0","2","0","3","0","36","0","4","0","11","0"
"11405  :  โรงพยาบาลละงู","35","164","1","0","3","7","0","1","1","2","1","0","1","4","0","2","2","0","0","1","2","2","2","3","2","0","1","13","1","4","1","41","1","5","0","13","0","13","1","1","0","15","0","2","1","6","2","2","3","14","0","4","3","1","0","9","1","1","1","5","2","4","2","0"
"11406  :  โรงพยาบาลทุ่งหว้า","5","51","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","9","0","0","0","7","0","1","0","1","0","0","0","1","0","4","0","1","0","3","0","0","4","3","0","2","0","0","0","1","0","2","0","4","1","7","0","0"
"28786  :  โรงพยาบาลมะนัง","2","35","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","1","0","2","0","7","0","0","0","2","0","0","0","2","0","2","2","7","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0"
"10683  :  โรงพยาบาลตรัง","108","453","3","9","2","13","6","9","1","13","0","12","1","22","2","4","3","14","4","14","3","23","4","12","7","10","21","6","4","28","3","18","4","17","3","15","5","18","1","9","5","20","5","9","3","10","0","17","4","18","4","11","1","15","1","24","1","14","0","16","9","19","0","21"
"11407  :  โรงพยาบาลกันตัง","1,784","171","52","8","58","8","72","3","51","8","70","5","48","6","77","3","74","7","54","13","74","7","61","7","59","1","56","6","52","1","60","3","72","5","60","2","59","4","70","7","76","4","74","5","82","9","67","1","60","3","56","4","55","13","66","14","61","6","49","2","50","9","37","1"
"11408  :  โรงพยาบาลย่านตาขาว","673","51","18","1","21","0","29","0","17","1","26","1","29","3","30","2","23","2","19","1","24","2","31","4","49","1","26","0","43","2","18","2","12","0","16","2","21","1","23","4","25","1","30","5","20","3","33","5","22","4","23","2","14","2","15","0","18","0","14","4","28","0","10","0"
"11409  :  โรงพยาบาลปะเหลียน","56","13","3","0","1","0","4","2","2","0","0","0","0","0","0","0","0","2","0","1","2","0","2","0","4","0","2","0","0","0","4","0","1","0","2","0","5","0","0","0","0","0","0","0","4","1","2","0","5","0","0","0","0","1","0","1","4","2","4","1","8","0","0","2"
"11410  :  โรงพยาบาลสิเกา","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11411  :  โรงพยาบาลห้วยยอด","46","49","2","1","1","3","1","3","1","2","0","1","0","2","0","1","8","2","2","3","2","4","1","1","1","0","1","3","1","1","1","1","0","5","2","2","0","3","1","0","1","1","0","1","4","2","2","2","3","1","1","2","5","2","1","0","2","0","1","1","2","3","0","0"
"11412  :  โรงพยาบาลวังวิเศษ","7","15","1","0","1","1","1","3","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","1","0","0"
"11413  :  โรงพยาบาลนาโยง","45","32","3","0","0","0","0","2","0","1","0","0","1","0","1","1","2","0","1","1","4","0","2","0","5","1","4","0","3","0","0","1","1","1","0","1","1","0","0","0","4","0","0","2","0","1","1","6","0","3","5","0","0","5","0","1","8","5","0","0","4","2","0","1"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
