"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","7","4","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0"
"10743  :  โรงพยาบาลระนอง","18","420","0","19","0","14","0","15","0","13","2","16","0","11","1","13","1","19","0","15","0","12","0","15","0","11","0","14","0","12","3","17","2","16","2","21","0","13","2","14","0","11","0","14","1","16","1","18","0","16","2","17","0","7","0","15","1","14","0","13","0","8","0","5"
"11323  :  โรงพยาบาลละอุ่น","95","26","6","2","3","0","1","0","7","0","5","0","1","1","3","0","6","0","6","1","0","0","5","1","6","1","4","0","2","0","2","0","3","0","0","1","5","2","0","1","3","0","1","3","1","1","0","5","2","0","6","0","6","2","5","1","4","1","0","3","2","0","0","0"
"11372  :  โรงพยาบาลกะเปอร์","0","89","0","4","0","4","0","4","0","7","0","2","0","1","0","0","0","0","0","4","0","3","0","2","0","2","0","2","0","1","0","6","0","1","0","2","0","2","0","3","0","1","0","6","0","9","0","1","0","3","0","6","0","2","0","4","0","1","0","0","0","0","0","7"
"11373  :  โรงพยาบาลกระบุรี","2","39","0","0","0","6","0","3","0","3","0","1","0","1","0","2","0","3","0","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","2","0","4","0","0","0","2","0","1"
"11374  :  โรงพยาบาลสุขสำราญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","265","1,125","6","55","10","23","10","41","14","30","5","36","10","38","6","47","13","49","7","31","10","36","4","50","5","32","3","41","13","47","5","47","8","31","6","35","16","41","5","49","7","34","14","49","11","47","11","33","18","39","16","32","10","29","4","35","9","36","5","35","2","28","2","16"
"11375  :  โรงพยาบาลปากน้ำชุมพร","335","640","28","34","23","16","14","29","10","17","7","34","17","14","8","24","4","17","15","18","14","21","13","23","3","21","5","19","3","28","3","21","5","32","2","20","1","19","8","40","12","18","8","24","0","15","7","41","30","14","23","22","14","9","30","1","8","11","19","27","2","20","0","9"
"11376  :  โรงพยาบาลท่าแซะ","48","315","8","7","0","9","1","16","2","10","0","10","3","10","1","15","0","16","0","6","0","6","0","7","0","18","0","5","1","11","0","10","0","15","0","15","1","14","1","14","1","7","0","16","1","8","8","10","3","10","5","4","9","10","0","16","2","6","1","7","0","10","0","3"
"11377  :  โรงพยาบาลปะทิว","6","296","0","13","0","9","0","14","0","7","0","9","0","10","0","13","0","9","0","6","0","2","1","12","1","21","0","14","0","12","0","6","0","7","0","28","0","16","0","8","0","6","0","11","1","9","1","5","0","13","3","9","1","12","0","9","0","15","2","3","0","2","0","7"
"11378  :  โรงพยาบาลมาบอำมฤต","58","19","1","2","2","2","0","0","2","0","1","2","0","1","1","1","1","0","0","4","0","1","4","0","6","0","2","0","1","0","0","0","1","0","3","1","4","0","2","0","4","0","1","0","2","1","5","1","3","0","2","0","1","1","0","1","3","1","3","0","2","1","2","0"
"11379  :  โรงพยาบาลหลังสวน","183","943","6","33","4","32","5","37","4","49","8","48","2","48","5","47","6","37","4","22","4","30","4","41","12","35","13","55","4","19","6","29","5","19","9","27","8","20","7","26","11","23","2","19","2","26","7","23","12","30","8","39","0","35","1","30","1","15","5","25","9","17","9","15"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","4","26","0","1","0","4","0","1","0","0","0","0","1","2","0","2","0","1","0","0","0","2","0","2","0","1","0","2","0","0","0","1","0","0","2","0","0","0","0","1","0","2","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","1"
"11381  :  โรงพยาบาลละแม","5","275","0","19","0","12","0","9","0","13","0","11","0","7","1","9","0","11","0","15","0","6","1","15","0","12","0","5","0","22","0","13","0","12","0","5","0","4","0","22","0","5","0","7","0","11","0","18","0","11","0","7","2","15","0","5","0","11","1","3","0","5","0","6"
"11382  :  โรงพยาบาลพะโต๊ะ","0","33","0","3","0","1","0","1","0","1","0","2","0","2","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0","3","0","2","0","2","0","1","0","2","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1"
"11383  :  โรงพยาบาลสวี","2","680","0","33","0","33","0","30","0","28","0","26","0","14","0","13","1","36","0","31","0","29","1","31","0","39","0","19","0","44","0","31","0","21","0","25","0","14","0","29","0","8","0","16","0","11","0","23","0","19","0","16","0","22","0","14","0","8","0","10","0","5","0","7"
"11385  :  โรงพยาบาลทุ่งตะโก","46","26","0","2","1","4","1","2","3","2","1","2","1","2","0","0","1","1","1","3","0","0","3","0","4","0","3","0","5","0","0","1","0","1","0","0","0","0","5","0","3","0","0","0","3","1","2","0","2","0","3","0","0","2","0","0","2","1","1","2","2","0","0","0"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","863","4","42","0","31","0","43","0","27","0","44","0","39","0","52","0","34","2","56","0","38","0","68","0","64","0","44","0","39","0","57","0","33","0","42","0","40","0","45","0","42","0","44","0","57","0","41","0","49","0","37","0","33","0","25","0","32","0","17","0","28","2","5","0"
"10682  :  โรงพยาบาลหาดใหญ่","237","685","6","24","9","30","8","24","8","24","7","19","0","22","5","25","10","33","5","26","19","19","2","16","6","24","11","23","7","21","7","23","12","29","8","16","16","15","6","34","10","29","16","29","5","16","12","18","11","19","5","27","4","17","7","19","4","23","7","29","3","21","1","16"
"10745  :  โรงพยาบาลสงขลา","15","376","0","15","0","15","1","6","1","17","1","15","0","11","0","16","1","18","0","10","1","16","0","11","2","11","1","19","2","9","1","11","0","16","0","7","0","11","0","8","0","11","0","12","0","13","0","17","0","12","1","11","3","12","0","10","0","14","0","9","0","8","0","6"
"11386  :  โรงพยาบาลสทิงพระ","58","92","3","3","3","3","1","5","0","3","1","4","5","4","1","7","1","7","0","4","0","0","0","6","1","7","3","1","4","0","0","0","1","2","3","1","1","1","19","2","0","1","1","5","0","3","0","4","1","2","3","7","1","1","0","2","5","2","0","2","0","3","0","1"
"11387  :  โรงพยาบาลจะนะ","2,058","1,104","54","37","44","57","77","23","70","34","74","31","49","24","92","24","72","32","49","30","41","24","46","31","37","43","35","38","81","28","64","65","56","37","69","34","76","29","85","29","45","49","98","43","81","27","82","33","82","31","93","46","80","42","87","46","94","54","53","24","53","36","60","29"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","3","285","0","8","0","10","0","24","0","50","1","3","0","8","0","13","0","10","0","11","0","11","0","6","0","3","0","5","1","4","0","4","0","1","0","4","0","3","0","3","0","8","0","4","0","2","0","5","0","5","0","4","0","4","1","5","0","5","0","56","0","6","0","2"
"11390  :  โรงพยาบาลเทพา","160","1,148","2","37","5","31","5","30","7","39","5","31","8","37","6","36","7","44","7","43","2","30","10","52","3","50","1","36","8","43","1","60","2","34","5","44","7","78","9","35","8","35","2","45","6","45","3","33","8","47","6","42","7","42","7","50","9","71","3","42","1","51","2","21"
"11391  :  โรงพยาบาลสะบ้าย้อย","3","249","0","13","0","4","0","22","0","12","0","9","0","6","1","15","0","15","0","11","0","6","0","15","0","23","1","10","0","8","1","16","0","14","0","7","0","13","0","12","0","10","1","9","0","6","0","12","0","5","0","3","0","7","0","11","0","13","0","12","0","4","0","8"
"11392  :  โรงพยาบาลระโนด","9","28","0","1","0","0","0","1","0","0","0","0","1","1","0","3","1","1","0","0","0","1","0","3","3","0","0","2","0","0","0","1","0","0","1","0","0","2","2","0","0","0","0","5","0","1","1","1","0","1","0","0","0","1","0","1","0","2","0","0","0","0","0","1"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11394  :  โรงพยาบาลรัตภูมิ","85","99","0","2","4","5","0","3","1","7","5","8","19","4","6","6","2","4","1","4","6","6","2","3","1","3","2","10","3","10","3","6","2","4","2","5","1","2","1","1","3","10","0","1","6","4","5","5","2","3","5","4","1","3","1","4","4","3","0","2","2","2","0","1"
"11395  :  โรงพยาบาลสะเดา","15","575","0","26","2","26","0","22","1","17","1","18","1","21","0","31","0","26","0","16","0","13","0","13","0","28","1","40","1","20","0","15","0","25","1","32","0","23","1","21","2","15","1","20","0","28","0","15","0","24","0","21","0","23","0","23","1","21","0","21","0","14","2","16"
"11396  :  โรงพยาบาลนาหม่อม","1","66","0","5","0","1","0","4","0","3","0","1","0","4","0","1","0","3","0","2","0","2","0","6","0","3","0","5","0","6","0","2","0","4","0","3","0","6","0","8","0","3","0","5","1","3","0","4","0","1","0","1","0","2","0","3","0","2","0","0","0","3","0","4"
"11397  :  โรงพยาบาลควนเนียง","159","8","3","1","0","0","0","0","12","1","5","0","2","0","3","2","2","0","3","0","5","1","12","0","0","0","2","0","3","0","5","1","1","0","3","0","12","0","7","0","2","0","20","0","15","0","12","0","12","0","6","0","4","0","4","1","13","0","8","1","2","0","7","1"
"11398  :  โรงพยาบาลปาดังเบซาร์","23","56","0","2","0","0","1","2","2","2","0","0","2","2","0","4","0","2","0","2","1","2","0","3","0","1","0","0","2","4","3","5","0","2","0","0","2","2","2","1","0","1","3","1","2","0","0","5","1","0","1","1","0","2","0","4","0","3","1","3","1","1","0","2"
"11399  :  โรงพยาบาลบางกล่ำ","38","34","2","0","3","0","1","2","1","1","1","2","1","2","1","0","1","1","1","1","0","2","0","0","2","0","1","2","3","3","0","2","0","0","3","3","1","0","5","0","0","1","1","2","2","2","3","0","0","2","0","0","1","1","1","0","2","1","0","3","2","0","0","1"
"11400  :  โรงพยาบาลสิงหนคร","744","8","23","1","34","0","22","0","39","0","39","0","25","1","32","1","41","2","26","0","24","0","28","0","34","0","35","0","45","0","26","1","49","1","31","0","31","1","36","0","34","0","21","0","36","0","29","0","19","0","44","0","46","0","10","0","16","0","19","0","16","0","12","0"
"11401  :  โรงพยาบาลคลองหอยโข่ง","5","8","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","4","0","0","0","0","0","1","0","2","0","4","0","2","0","1","0","1","0","0","0","3","0","0","0","1","0","1","0","3","0","1","0","1","0","0","0"
"10746  :  โรงพยาบาลสตูล","7","2,413","0","77","0","69","3","98","0","68","0","61","0","69","0","76","0","46","0","66","0","62","0","105","0","61","0","97","2","104","0","83","0","70","0","148","0","219","0","185","0","64","0","83","0","53","0","119","0","67","0","47","0","63","2","50","0","76","0","66","0","82","0","37"
"11402  :  โรงพยาบาลควนโดน","3,031","1,905","86","96","63","88","95","87","72","50","86","49","79","38","91","61","125","68","82","70","142","71","112","72","45","68","215","66","185","51","132","43","96","39","100","51","82","65","46","52","180","54","128","49","133","89","85","71","117","69","111","62","93","52","95","105","125","79","52","94","56","35","25","47"
"11403  :  โรงพยาบาลควนกาหลง","0","287","0","21","0","14","0","10","0","1","0","4","0","16","0","8","0","10","0","3","0","12","0","2","0","24","0","8","0","11","0","2","0","2","0","10","0","16","0","11","0","3","0","8","0","13","0","12","0","9","0","11","0","5","0","7","0","16","0","10","0","11","0","3"
"11404  :  โรงพยาบาลท่าแพ","1,986","13","63","1","79","0","85","0","74","0","90","0","66","0","50","1","45","0","55","0","59","0","95","1","54","0","77","3","64","0","96","0","74","1","87","1","50","0","60","0","56","0","48","2","53","0","63","0","42","2","87","0","83","1","68","0","65","0","51","0","31","0","22","0"
